"hotel_name";"food_type";"location";"rating";"delivery_time";"offer_percentage";"offer_upto"
"Rajdhani Caterers";"Indian";"Dahisar West";"2.4 ";"53";"0";"Not Available"
"Dave's Dal Dhokli";"Gujarati, Rajasthani, Maharashtrian";"Dahisar West";"4.7 ";"60";"0";"Not Available"
"Plate - It";"Biryani, Italian";"Borivali";"4 ";"62";"Not Available";"499"
"Squares Pizza and Cafe";"Italian, Pizzas";"Malad West";"4.3 ";"52";"0";"Not Available"
"Sriya chinese Restaurant";"Chinese, North Indian, Indian, Beverages";"Kandivali West";"3.5 ";"46";"25";"600"
"Shanghai Chinese Pure Veg";"Chinese";"Dahisar East";"3.8 ";"51";"Not Available";"999"
"Jumboking Indain Burger";"Burgers, Snacks, Beverages";"Malad Kan West";"4 ";"46";"Not Available";"449"
"Annalaxmi Snacks ";"Chinese, South Indian, Tandoor, Arabian, Fast Food";"Jog Gor East";"3.9 ";"52";"20";"1000"
"M/S. Aslam Chicken";"North Indian, Kebabs, Desserts";"Mira Road";"3.4 ";"47";"0";"Not Available"
"Dharmu's Snacks Corner";"Snacks, Maharashtrian";"Borivali";"4.2 ";"50";"0";"Not Available"
"Aaradhya Super Restaurant";"Beverages";"Malad Kan East";"Not Available";"30";"0";"Not Available"
"New Cake Place";"Bakery";"Borivali";"Not Available";"32";"0";"Not Available"
"Bounty The Cake Stop";"Bakery, Desserts";"Borivali";"4.1 ";"32";"0";"Not Available"
"SHRINATH SWEETS AND SNACKS";"Sweets";"Borivali";"Not Available";"27";"0";"Not Available"
"Bombay Blues Icecream";"Ice Cream, Desserts, Sweets";"Borivali";"Not Available";"32";"0";"Not Available"
"SHREE  GANESH SWEET SHOP";"Beverages, Fast Food";"Borivali";"Not Available";"32";"0";"Not Available"
"Shreeji Fast Food And juice Center";"Beverages, Burgers, South Indian, Fast Food, Pizzas, Chinese, Indian, Snacks";"Borivali";"Not Available";"32";"25";"125"
"Munchies's Thakur Complex";"Beverages, Italian";"Malad Kan East";"3.7 ";"33";"30";"150"
"Vrindavan Fine Foods";"Sweets, Desserts";"Malad Kan East";"Not Available";"30";"0";"Not Available"
"Food Of Joy";"Italian-American, Fast Food, Chinese, Beverages";"Malad Kan East";"Not Available";"33";"30";"150"
"Bombay Tea";"Beverages, Desserts, Bakery";"Borivali";"Not Available";"32";"0";"Not Available"
"Subday Thakur Complex";"Indian, Fast Food, Beverages";"Malad Kan East";"3.4 ";"33";"30";"150"
"King of juices thakur complex";"Juices";"Malad Kan East";"3.7 ";"33";"30";"150"
"Tittaas";"Beverages, Ice Cream, Desserts";"Borivali";"Not Available";"31";"25";"65"
"I Am Foodie";"Fast Food, Snacks, Indian";"Borivali";"Not Available";"32";"Not Available";"499"
"Shree Narayan Fine Dinning";"South Indian, North Indian, Chinese, Malwani, Tandoor";"Borivali";"3.4 ";"33";"0";"Not Available"
"Delightful Meals";"Indian, Snacks, Thalis";"Kandivali East, Thakur Village";"Not Available";"27";"0";"Not Available"
"Bhukkad Thali & Combo";"Thalis, Chinese, North Indian";"Malad Kan East";"4.4 ";"27";"60";"120"
"Bhukkad Biryani";"Biryani";"Malad Kan East";"2.4 ";"28";"60";"120"
"Annapurna Theplahouse & Dry Snacks";"Snacks";"Malad Kan East";"Not Available";"27";"30";"75"
"Parathe Wali Gulli";"North Indian, Beverages";"Malad Kan East";"Not Available";"29";"0";"Not Available"
"Eggless Cakes";"Bakery";"Dahisar";"Not Available";"49";"0";"Not Available"
"Cake Star";"Desserts, Bakery";"Borivali West";"4.4 ";"46";"0";"Not Available"
"Fast Food Adda";"Snacks, Fast Food";"Borivali";"4.2 ";"51";"0";"Not Available"
"Waffles By Di Bella";"Desserts, Waffle, Ice Cream, Bakery, Snacks";"Malad West";"4.7 ";"57";"10";"600"
"Indie Feast By Purple Foods";"Indian, Tandoor, Kebabs, Biryani, Beverages, Desserts";"A K Vaidya Marg";"3.4 ";"46";"Not Available";"599"
"Cake Story";"Bakery";"Borivali";"Not Available";"42";"0";"Not Available"
"Swa Varhadi Misal";"Street Food, Beverages";"Jog Gor West";"4.2 ";"48";"0";"Not Available"
"Pav Bhaji Company";"Street Food, North Indian, Juices";"Rawal Pada";"2.5 ";"41";"0";"Not Available"
"Soroush Biriyani";"Biryani, Mughlai";"Goregaon";"2.8 ";"49";"25";"120"
"Diamond Restaurant";"Chinese, Indian, Snacks";"Jog Gor East";"4.2 ";"55";"10";"100"
"Bowl Up!";"North Indian, Sweets";"Dahisar East";"2.6 ";"41";"0";"Not Available"
"The Hot Chinese";"Chinese, Thai";"Malad East";"3.1 ";"46";"40";"200"
"Maratha Darbar";"North Indian, Chinese, Biryani, Indian, Tandoor, Mughlai, Thai, Continental";"Malad East";"4.1 ";"44";"40";"200"
"Foodie Panda";"Chinese, Burgers, Fast Food, Snacks, Beverages";"Dahisar";"Not Available";"46";"0";"Not Available"
"Hot and spicy";"Chinese, Indian";"Dahisar East";"4.2 ";"42";"0";"Not Available"
"Bistro & Brew";"Italian-American, Fast Food, Snacks, Beverages";"Kandivali East";"5 ";"42";"30";"75"
"Tude - Premium Ice Creams";"Desserts, Beverages";"Kandivali West";"4 ";"35";"0";"Not Available"
"Saarathi Restaurant And Bar";"Tandoor, Chinese, North Indian, Fast Food";"Malad Kan East";"3.3 ";"36";"20";"100"
"Ambika Vijay Stores";"Sweets";"Dahisar";"Not Available";"34";"0";"Not Available"
"Evening Smackers";"Fast Food, Pizzas, Snacks";"Borivali";"Not Available";"35";"0";"Not Available"
"Oh Indian";"Kebabs, Indian";"Kandivali West";"Not Available";"34";"0";"Not Available"
"Avantika Chennai Cafe";"South Indian, Beverages";"Borivali";"Not Available";"35";"0";"Not Available"
"Deepak Sweets, Farsan & Dry Fruits";"Desserts, Snacks";"Borivali";"Not Available";"37";"0";"Not Available"
"Chatisfied";"Snacks, Street Food, Beverages";"Borivali";"2.3 ";"35";"0";"Not Available"
"Bangg On Bakes";"Bakery, Cakes and Pastries, Desserts";"Malad Kan West";"Not Available";"35";"25";"500"
"Khaugalli bahuballi";"South Indian";"Malad Kan West";"Not Available";"35";"0";"Not Available"
"Mumbai Chinese Point";"Chinese";"Kandivali East";"3.3 ";"36";"20";"159"
"The Royal Surprise";"Bakery";"Malad Kan East";"Not Available";"38";"0";"Not Available"
"Asha Restaurant  Chaitanya Restaurant";"Indian, Tandoor, Seafood";"BORIVALI";"3.7 ";"36";"0";"Not Available"
"Lal Tadka";"North Indian, Asian, Italian, Beverages";"Mahavir Nagar";"3.5 ";"36";"0";"Not Available"
"Anand dairy farm";"Snacks, Desserts";"Borivali";"4 ";"36";"0";"Not Available"
"Thaliwaala";"Indian, Thalis, Snacks";"Malad Kan East";"Not Available";"34";"0";"Not Available"
"Geebees Appetites";"North Indian, Chinese, Tibetan";"Kandivali East";"4 ";"34";"0";"Not Available"
"Roti and Grill Catering";"Indian";"Malad Kan East";"Not Available";"34";"20";"50"
"Aaurum Family Restaurant And Bar";"North Indian, Tandoor, Chinese, Snacks";"Borivali";"4 ";"34";"0";"Not Available"
"Shawarma Shark";"Chinese, Indian, Pizzas, Burgers";"Malad Kan West";"Not Available";"35";"0";"Not Available"
"Half Plate Chinese";"Chinese, Street Food";"Borivali";"3.8 ";"34";"0";"Not Available"
"Bitchy Burgers";"American, Snacks";"Kandivali West";"Not Available";"34";"0";"Not Available"
"The Heavens Cake Shop";"Bakery";"Malad Kan East";"4.1 ";"39";"0";"Not Available"
"Shital's Kitchen";"Fast Food, Thalis";"Borivali";"Not Available";"34";"0";"Not Available"
"B K C Kitchen";"Indian, Chinese";"Borivali";"3.4 ";"34";"0";"Not Available"
"Manoj dosa";"South Indian";"Borivali";"2.3 ";"36";"0";"Not Available"
"Bytes Momos";"Chinese";"Borivali";"Not Available";"35";"0";"Not Available"
"S.V. Kitchen";"North Indian";"Malad kan east";"Not Available";"39";"0";"Not Available"
"JAYASHREE MISAL & SNACKS (JMS)";"Indian, Snacks";"Kandivali West";"Not Available";"34";"0";"Not Available"
"Krem Icecreams";"Ice Cream";"Borivali";"Not Available";"34";"Not Available";"249"
"Tummy Time";"Indian";"Borivali";"Not Available";"35";"0";"Not Available"
"Cheese leela";"Fast Food, Burgers, Pizzas, Snacks, Salads";"Borivali";"Not Available";"36";"10";"350"
"Flavour stones";"Ice Cream";"Borivali West";"4.6 ";"31";"0";"Not Available"
"Best Canteen";"Indian";"Borivali";"Not Available";"32";"0";"Not Available"
"Chow By Mexichino";"Chinese";"Borivali";"3.8 ";"32";"0";"Not Available"
"Fusion Ice Cream House";"Bakery, Desserts, Ice Cream";"Kandivali West";"4.9 ";"29";"Not Available";"999"
"Finom Cake Stop";"Bakery";"Borivali";"3.4 ";"31";"15";"1000"
"Hirral Z Sweet Treats9";"Bakery, Desserts";"Borivali";"Not Available";"32";"0";"Not Available"
"High on Cafe";"Indian, Juices, Beverages";"Malad Kan East";"Not Available";"41";"0";"Not Available"
"Bombay Bytes";"Indian";"Borivali West";"3.9 ";"41";"0";"Not Available"
"Brishti chinese and lunch home";"Indian";"Kandivali East";"3.1 ";"40";"0";"Not Available"
"Panchayat - The Kulhad Cafe";"Indian, Italian, Beverages";"Borivali West";"4.4 ";"40";"0";"Not Available"
"Chowrangee Cafe";"Chinese, Bengali, Fast Food";"Malad Kan East";"4.3 ";"41";"10";"40"
"Fast Food Carnival";"Pizzas, Beverages, Burgers, Pastas, Barbecue";"Malad Kan East";"Not Available";"41";"0";"Not Available"
"Ignite Pan Shop And General Store";"Paan";"Borivali";"4.4 ";"42";"20";"120"
"Jai Ambe Fast Food";"Fast Food, Pizzas, Waffle, Snacks, Beverages";"Borivali";"Not Available";"53";"0";"Not Available"
"MMD Cafe Village";"Beverages, Pizzas, Fast Food, Chinese, Italian";"Malad Kan East";"Not Available";"26";"0";"Not Available"
"Khao piyo junction";"Chinese, Indian, Malwani, Biryani";"Malad Kan East";"Not Available";"25";"0";"Not Available"
"Flavour Fushion";"Burgers";"Malad Kan East";"Not Available";"27";"40";"159"
"The Bun Bites";"Bakery, Desserts";"Malad Kan West";"Not Available";"29";"20";"120"
"Mumbai Cake Company";"Bakery, Desserts";"Malad Kan East";"Not Available";"23";"Not Available";"999"
"Mahakal Matka Kulfi";"Beverages";"Malad Kan West";"Not Available";"25";"0";"Not Available"
"THALIVERY FOOD";"Indian, Snacks, Fast Food";"Malad Kan East";"Not Available";"26";"0";"Not Available"
"Baithak - Taste of Kulhad";"Beverages, Italian-American, Fast Food, Chinese, Snacks";"Thakur Village, Kandivali (East)";"Not Available";"31";"0";"Not Available"
"Biryani Daawat";"Biryani, Beverages, Indian";"Malad Kan East";"4.1 ";"30";"50";"100"
"Rocky Rolls Cafe";"Fast Food, Snacks";"Malad Kan East";"4.2 ";"24";"0";"Not Available"
"Starwar Pizza";"Chinese, Italian, Burgers, Pizzas, Desserts, Pastas";"Malad Kan East";"4.4 ";"26";"50";"100"
"Reena's Parathas";"Indian, Italian";"Malad Kan East";"Not Available";"26";"30";"150"
"Delicious Cake Shop";"Bakery, Desserts";"Malad Kan East";"Not Available";"28";"10";"40"
"Madhurika's Kitchen";"North Indian, South Indian, Snacks, Beverages";"Malad Kan East";"3.5 ";"27";"Not Available";"999"
"Veg Pizza-2X Topping";"Indian";"Malad Kan East";"Not Available";"26";"50";"100"
"Tuk Tuk";"Chinese, Fast Food";"Malad Kan East";"Not Available";"25";"0";"Not Available"
"Foodys guys";"Indian, Chinese, Mughlai, Tandoor, Arabian, Biryani";"Malad Kan East";"Not Available";"26";"0";"Not Available"
"MOGO Pizza";"Pizzas, Burgers, Chinese, Desserts, Pastas, Italian";"Kandivali East";"4.4 ";"24";"50";"100"
"Oven Bake Pizza";"Pizzas";"Malad Kan East";"Not Available";"24";"50";"100"
"Hotel Sheetal Picnic";"North Indian, Thalis, Biryani";"Borivali East";"2.8 ";"27";"0";"Not Available"
"Baskin Robbins Food Court";"Ice Cream";"Malad Kan East";"Not Available";"25";"0";"Not Available"
"Om Sai Sandwich Corner";"Fast Food, Pizzas";"Malad Kan East";"4.5 ";"26";"0";"Not Available"
"Quenchers By Uk";"Bakery, Desserts, Indian";"Malad Kan East";"Not Available";"24";"0";"Not Available"
"Maa Sita Rasoi";"Indian";"Malad Kan East";"Not Available";"25";"0";"Not Available"
"All Seasons Kitchen and Bar";"North Indian, Chinese, Biryani, Tandoor, Thai, Chaat, Indian, Desserts";"Borivali";"3.9 ";"30";"0";"Not Available"
"Meethi Elaichi";"Desserts, Sweets, Beverages";"Malad Kan East";"5 ";"25";"30";"150"
"Nityanand Chinese";"Indian, Chinese";"Malad Kan East";"Not Available";"30";"0";"Not Available"
"Green Dot Momos";"Asian, Tibetan, Desserts, Beverages";"Borivali";"Not Available";"36";"Not Available";"249"
"Happy Da Paratha";"Indian";"Rawal Pada";"2.7 ";"41";"0";"Not Available"
"Purple Foods";"Indian, Tandoor, Biryani, Desserts, Beverages";"Malad East";"4.2 ";"49";"Not Available";"599"
"Masterchef Kitchen";"Chinese, Asian, Thai";"Malad Kan East";"3.5 ";"44";"30";"150"
"Flavours Of Biryani";"Biryani, Tandoor, Kebabs";"Malad Kan West";"3.4 ";"49";"0";"Not Available"
"Egg Free Cakes";"Bakery, Desserts";"Mira Road";"Not Available";"49";"0";"Not Available"
"Celebration Special by CakeZone";"Bakery, Desserts";"L T Road Junction";"3.7 ";"41";"Not Available";"699"
"Spicy Chicken";"North Indian";"Malad Kan West";"Not Available";"53";"0";"Not Available"
"The J's Pizza";"Pizzas, Pastas";"Rawal Pada";"Not Available";"41";"0";"Not Available"
"Fud Boy";"Biryani, Indian, Kebabs, Beverages";"Malad Kan West";"Not Available";"51";"30";"150"
"Momoya";"Chinese";"Rawal Pada";"Not Available";"41";"0";"Not Available"
"Wandercrust";"Pizzas, Italian";"Goregaon East";"3.9 ";"49";"25";"120"
"Swaad Snacks and Namkeen";"Indian";"Borivali";"4.4 ";"37";"0";"Not Available"
"Lucky chinese center";"Chinese";"Dahisar";"Not Available";"39";"0";"Not Available"
"Das Chilly Chinese";"Chinese";"Dahisar";"Not Available";"39";"0";"Not Available"
"Raja Vada Pav Goregaon Wala";"Snacks, Fast Food";"Borivali";"3.9 ";"37";"0";"Not Available"
"Sandy's Thick Shake";"Desserts, Beverages";"Borivali";"2.4 ";"37";"0";"Not Available"
"hotel shri krishna";"South Indian, North Indian, Chinese, Beverages, Snacks";"Borivali";"Not Available";"37";"0";"Not Available"
"Hem-The Cake Shop";"Desserts";"Kandivali West";"3.6 ";"39";"0";"Not Available"
"Zero Gravity ( Boriwali )";"Indian";"Borivali";"2.6 ";"39";"0";"Not Available"
"The Pastelworks Co. Malad";"Bakery";"Malad East";"3.9 ";"38";"30";"150"
"Kulchizza Factory";"North Indian, Chinese, Fast Food";"Borivali";"Not Available";"37";"0";"Not Available"
"GURU KRUPA JUICE CENTER";"Beverages, Juices";"Borivali";"Not Available";"38";"0";"Not Available"
"Indocafe";"Continental, Mexican, Italian, Desserts, Beverages";"Borivali";"2.8 ";"37";"0";"Not Available"
"Cafe Bahar Restaurant";"Biryani, Arabian, Chinese, North Indian";"Malad Kan East";"3.8 ";"38";"0";"Not Available"
"The Pavilion Bar And Resturant";"North Indian, Biryani, Seafood, Chinese, Tandoor, Kebabs";"ajanta shoping center";"4.1 ";"39";"0";"Not Available"
"Twist and Taste";"Chinese, Snacks";"Borivali";"Not Available";"39";"0";"Not Available"
"My Choice Franky House";"Fast Food";"Malad Kan West";"3.7 ";"39";"0";"Not Available"
"The Chocolate Chips";"Indian";"Borivali";"4.4 ";"34";"0";"Not Available"
"Saucy Pasta Cartel";"Pastas";"Borivali";"Not Available";"37";"0";"Not Available"
"Momos 8849";"Fast Food";"Borivali";"Not Available";"37";"0";"Not Available"
"Veg Curries Of India";"North Indian, Chinese, Street Food, Mughlai, Tandoor, Kebabs, Punjabi, Biryani, Snacks";"Borivali";"4.5 ";"37";"0";"Not Available"
"Chef De Partie";"Bakery, Beverages, Desserts";"Dahisar";"Not Available";"34";"0";"Not Available"
"Bolbol Burgers";"Indian, Snacks, North Indian";"Borivali West";"4.2 ";"39";"0";"Not Available"
"Buns & Deluchas";"Bakery, Desserts";"Borivali";"Not Available";"34";"0";"Not Available"
"BHURAJI SANDWICH";"Fast Food, Snacks";"Malad Kan West";"Not Available";"38";"0";"Not Available"
"Hidden Spot Cafe & Resto";"Pizzas";"Borivali";"Not Available";"39";"0";"Not Available"
"Thick Shakes Magic- CAD B";"Indian";"Dahisar";"Not Available";"37";"30";"150"
"Ekdum Biryani";"Biryani, North Indian, Mughlai, Tandoor, Kebabs";"Kandivali West";"3.9 ";"39";"20";"700"
"Chaap Central by Punjabi Grill Dhaba";"Indian";"Malad Kan West";"3.6 ";"38";"0";"Not Available"
"Vicky Chinese";"Chinese";"Dahisar";"Not Available";"37";"0";"Not Available"
"Kokan Chinese Corner";"Chinese, Snacks";"Malad Kan West";"Not Available";"36";"0";"Not Available"
"Noor Chinese and tandoor";"Chinese";"Borivali";"Not Available";"38";"0";"Not Available"
"Shree Samarth Malvani Food'S";"North Indian, Indian";"Borivali";"Not Available";"38";"0";"Not Available"
"Chavishtha Ventures Llp";"Indian, Seafood, Snacks";"Dahisar";"4.1 ";"38";"0";"Not Available"
"D Sandwicha & snakes corner";"Italian, Pizzas, Snacks";"Dahisar";"Not Available";"37";"0";"Not Available"
"Kulfi Bite";"Indian";"Malad Kan West";"Not Available";"34";"0";"Not Available"
"Gladmad Pizza";"Italian-American, Pizzas, Beverages";"Borivali";"4 ";"39";"0";"Not Available"
"The Elegant Spatula-Creative Cakes n Cookies";"Bakery";"Borivali";"Not Available";"39";"0";"Not Available"
"Navkar Mart";"Snacks, Gujarati";"Kandivali west";"Not Available";"38";"Not Available";"749"
"Kings Corner";"Chinese";"Dahisar East";"3.4 ";"38";"0";"Not Available"
"Miss U Cake N Bake";"Bakery, Jain";"Malad Kan East";"Not Available";"38";"0";"Not Available"
"Radha Krishna Pav Bhaji";"Indian";"Borivali";"Not Available";"37";"0";"Not Available"
"Shree Mahalaxmi Fast Food & Juice Center";"Chaat, Fast Food";"Borivali";"Not Available";"36";"0";"Not Available"
"Gobble Up";"Fast Food, Snacks, Chinese";"Borivali";"Not Available";"38";"0";"Not Available"
"Shakeoty";"Beverages";"Borivali West";"3.9 ";"37";"Not Available";"999"
"Samarth Krupa Chinese Corner Tifin Service";"North Indian, Chinese";"Dahisar";"Not Available";"39";"0";"Not Available"
"The Yellow Tadka";"Indian, Chinese, Street Food, Thalis, Biryani, Tandoor";"Borivali West";"Not Available";"38";"0";"Not Available"
"Sainath Hotel";"Chinese, North Indian, South Indian";"Dahisar";"2.8 ";"39";"0";"Not Available"
"The Indian Gourmet Kitchen";"Indian, Mughlai";"Malad Kan East";"4.7 ";"39";"50";"100"
"Tea Pea Cafe Borivali(W)";"Indian, Fast Food, Italian-American, Snacks, Waffle";"Borivali West";"4.5 ";"55";"0";"Not Available"
"Aromas Bingee";"South Indian, Chinese, Fast Food";"LOKMANYA LIBRARY";"4.3 ";"44";"Not Available";"999"
"ShreeG";"Chinese";"Dahisar";"3.3 ";"45";"0";"Not Available"
"Delicious Chinese Cuisine";"Chinese";"Dahisar";"2.1 ";"40";"0";"Not Available"
"Gupta Juice And Sandwich";"Juices, Fast Food, Beverages, Snacks, Pastas";"Borivali";"Not Available";"44";"0";"Not Available"
"Ice Cream Cake Factory";"Ice Cream Cakes";"Malad West";"3.7 ";"47";"Not Available";"999"
"Italiiano";"Pizzas, Mexican, Italian, Pastas, Burgers";"Jog Gor East";"Not Available";"47";"0";"Not Available"
"Le Quatre";"Desserts, Bakery, Snacks";"anupama anand nagar";"3.2 ";"51";"0";"Not Available"
"Ami Ice-Cream";"Desserts";"Malad Kan West";"Not Available";"45";"0";"Not Available"
"Eat Cake Love";"Bakery";"Malad Kan West";"Not Available";"40";"0";"Not Available"
"Sai Rameshwar";"Chinese";"Borivali";"Not Available";"40";"0";"Not Available"
"Jodhana Zaika";"Chinese, Indian, Beverages";"Borivali";"Not Available";"46";"0";"Not Available"
"Shree Krishna Family Restaurant & Bar";"Indian, Chinese, Biryani";"Dahisar East";"Not Available";"46";"0";"Not Available"
"Hunger's Food";"Chinese";"Borivali";"2.8 ";"40";"0";"Not Available"
"Billy's Burgers";"Fast Food, Desserts, Beverages";"Malad West";"4.4 ";"51";"0";"Not Available"
"Ambrosia Cakes Bakes and Snacks";"Bakery, Snacks, Desserts, Continental";"Kandivali West";"3.9 ";"43";"20";"800"
"Aarti'S Food Magic";"Indian, Biryani, Beverages";"CSR COMPLEX BUILDING NO 14 FLAT NO 201";"Not Available";"48";"0";"Not Available"
"Sv Food Hub";"Pizzas, Desserts";"Malad East";"3.9 ";"42";"0";"Not Available"
"Momo Dynasty";"Chinese";"Borivali";"Not Available";"45";"0";"Not Available"
"Quest";"North Indian, Chinese, Continental, Oriental, Desserts";"Borivali";"4.4 ";"41";"0";"Not Available"
"Nutrii Chef";"Salads, Healthy Food";"Malad Kan West";"3.6 ";"47";"25";"125"
"Fresh Rasoi";"Indian, Chinese, Beverages, Desserts, Biryani";"Malad Kan West";"Not Available";"57";"0";"Not Available"
"Chinese & Momos Express";"Chinese, Combo";"Malad Kan East";"4.5 ";"49";"40";"200"
"Borivali Healthy Juices";"Juices, Beverages, Fast Food, Snacks, Pastas";"Borivali";"Not Available";"53";"0";"Not Available"
"Me Chinese!";"Chinese, Thai, Arabian";"Malad East";"Not Available";"59";"40";"200"
"Ram'S Radhe Krishna Cafe";"South Indian";"Malad Kan West";"Not Available";"52";"0";"Not Available"
"Umesh sandwich";"Fast Food";"Borivali";"Not Available";"40";"0";"Not Available"
"Svvad Kitchen";"Chinese, Pastas, Snacks";"Borivali";"Not Available";"40";"0";"Not Available"
"Chinese Walla";"Indian";"Borivali";"Not Available";"43";"0";"Not Available"
"Mozzarella Pizza Hub";"Pizzas, Snacks, Italian";"Malad East";"4 ";"44";"0";"Not Available"
"Sai Jee Amruttulya & Snacks";"Chinese";"Malad Kan West";"Not Available";"52";"20";"120"
"Festive The Cake Shop";"Desserts";"Malad East";"4.1 ";"43";"0";"Not Available"
"Sai Darbar Hotel";"Chinese, Indian, Biryani";"Dahisar";"Not Available";"47";"0";"Not Available"
"Big Bro'S Pizza";"Pizzas, Burgers, Chinese, Snacks";"Malad Kan East";"Not Available";"43";"0";"Not Available"
"The Waffle Box";"Waffle";"Malad Kan West";"4 ";"70";"Not Available";"999"
"Bakewills Boulangerie And Cafe";"Fast Food, Chinese, Burgers";"Borivali east";"Not Available";"45";"0";"Not Available"
"Gopi Breakfast Point";"Chinese, Beverages, Bakery";"Borivali";"Not Available";"43";"20";"700"
"Warm Baker s World";"Bakery";"Borivali West";"Not Available";"44";"0";"Not Available"
"Secret Multicuisine Restaurant";"North Indian, Chinese, Biryani, Mughlai, Punjabi, Seafood, Beverages";"Mira Road";"3.6 ";"47";"0";"Not Available"
"P Hand Coffee";"Beverages, Pizzas, South Indian";"Malad Kan West";"Not Available";"46";"0";"Not Available"
"Hunger Tea Cafe";"Beverages, Snacks, Fast Food, Pizzas, Desserts";"Borivali";"Not Available";"46";"0";"Not Available"
"Raccoon kitchen";"North Indian, Indian, Biryani";"Malad Kan East";"4.9 ";"48";"0";"Not Available"
"Red yellow restaurant";"North Indian, Chinese, Biryani";"Jog Gor East";"Not Available";"55";"0";"Not Available"
"Mahesh Fine Dine";"Indian, Fast Food";"Borivali";"3.5 ";"45";"0";"Not Available"
"Fizzy";"Snacks, Beverages";"Borivali";"4.2 ";"43";"0";"Not Available"
"Western Burger";"Chinese, Burgers, Pizzas";"Malad Kan West";"Not Available";"51";"0";"Not Available"
"J3Pizzaa";"Italian, Pizzas";"Jog Gor East";"3.8 ";"54";"0";"Not Available"
"Miami Waffles & Jawbreakers";"Waffle, Desserts, Beverages";"Malad West";"4 ";"48";"Not Available";"449"
"Chaat Pat Snackks";"Snacks, Fast Food, Chinese, Beverages";"Malad Kan East";"5 ";"43";"0";"Not Available"
"Fast Food And Beverage's";"Beverages, Snacks, Pizzas, Fast Food";"Malad Kan West";"Not Available";"49";"0";"Not Available"
"12th Pass Coffee And Tea";"Beverages, Chinese, Burgers";"Malad Kan West";"Not Available";"47";"0";"Not Available"
"Aranyam Fine Dine & Bar";"North Indian, Chinese, Biryani";"Goregaon East";"Not Available";"63";"Not Available";"449"
"Quick Kukkad";"Snacks, Kebabs, Tandoor";"Borivali";"4.7 ";"40";"20";"100"
"Veganiza";"Snacks, Pastas";"Malad East";"5 ";"45";"0";"Not Available"
"Rashmin Patisserie & Savory";"Bakery, Desserts";"Malad Kan East";"Not Available";"40";"0";"Not Available"
"Red Dots";"North Indian, Chinese, Biryani";"Jog Gor East";"2.9 ";"55";"0";"Not Available"
"Tanisha Dry Fruits";"Indian";"Malad Kan West";"Not Available";"52";"0";"Not Available"
"Cooper's Home Kitchen";"Biryani, South Indian, Continental, Chinese";"Malad Kan West";"Not Available";"51";"0";"Not Available"
"Cooper's Bakery";"Bakery, Fast Food, Snacks";"Malad Kan West";"Not Available";"50";"0";"Not Available"
"Steam 99";"Chinese, Fast Food, Beverages";"Jog Gor East";"Not Available";"60";"0";"Not Available"
"2? Cakes";"Bakery";"Jog Gor East";"Not Available";"52";"0";"Not Available"
"Frosting the cake shop";"Bakery";"Malad Kan East";"Not Available";"42";"0";"Not Available"
"Shree Krishnas Kitchen";"North Indian, Indian";"Dahisar";"Not Available";"42";"15";"100"
"Dim Shi";"Asian, Chinese";"Borivali";"3.7 ";"54";"0";"Not Available"
"7 Layers";"Bakery";"Malad Kan West";"Not Available";"42";"0";"Not Available"
"Dreams & Beans Coffee";"Beverages";"Malad Kan West";"Not Available";"49";"0";"Not Available"
"Jain Dugdhaly";"Bakery, Sweets";"Malad Kan East";"Not Available";"42";"0";"Not Available"
"Chow Mi Adda Chinese And Momos Corner";"Chinese, Thai, Asian";"Malad Kan West";"Not Available";"51";"0";"Not Available"
"D'aromas Coffee";"Beverages";"Malad West";"Not Available";"49";"Not Available";"499"
"Forks & Spoons";"Pizzas, Chinese, Pastas, Beverages, Fast Food, Burgers";"Malad Kan East";"Not Available";"42";"0";"Not Available"
"Vishal Chinese Corner";"Chinese";"Malad Kan East";"Not Available";"40";"0";"Not Available"
"Dessert 99";"Waffle, Desserts, Beverages";"Borivali";"Not Available";"44";"0";"Not Available"
"Gosssip Corner - Cafe Resto";"Indian";"Dahisar";"Not Available";"46";"0";"Not Available"
"Havmor Ice Cream Parlour";"Ice Cream";"Borivali";"Not Available";"47";"0";"Not Available"
"The Spice Of Mumbai";"North Indian, Chinese";"Malad West";"3.3 ";"63";"0";"Not Available"
"Brijwasi Mart";"Waffle, Desserts, Snacks, Beverages";"Mira Road";"2.8 ";"55";"Not Available";"749"
"Caky Bakey";"Bakery";"Borivali";"Not Available";"42";"Not Available";"499"
"Gully Dosa";"South Indian, Street Food";"Jog Gor West";"3.9 ";"51";"0";"Not Available"
"Kadam Bandhu";"Fast Food";"Dahisar";"Not Available";"41";"0";"Not Available"
"King Bhujing Biryani Corner";"Biryani, North Indian";"Borivali";"4.3 ";"42";"0";"Not Available"
"Pizza Rride";"Pizzas, Continental";"Malad East";"4.1 ";"44";"0";"Not Available"
"R.K Food Hub";"Fast Food, Chinese, Snacks, Beverages";"Borivali";"4.5 ";"43";"0";"Not Available"
"Biryani And Spice";"Biryani, Mughlai, North Indian";"Malad Kan West";"4.9 ";"47";"Not Available";"749"
"Quarter Castle Resto Bar";"Continental, Chinese, Indian, Beverages";"Malad West";"3.8 ";"51";"0";"Not Available"
"Tandoor Tribes";"Snacks, Tandoor";"Borivali";"3.1 ";"40";"0";"Not Available"
